"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn"
"6986-IJDHX","Male","0","Yes","Yes",39,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Mailed check",86.3,3266,"Yes"
"9730-DRTMJ","Male","0","Yes","No",32,"Yes","Yes","DSL","Yes","No","No","Yes","Yes","No","One year","Yes","Credit card (automatic)",72.8,2333.05,"No"
"7677-SJJJK","Male","0","Yes","Yes",8,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.9,153.95,"No"
"2126-GSEGL","Female","0","Yes","No",70,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",84.8,5917.55,"No"
"9650-VBUOG","Male","0","Yes","Yes",38,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.05,963.95,"No"
"3696-DFHHB","Female","0","No","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.5,1821.8,"No"
"1750-CSKKM","Male","0","No","Yes",9,"Yes","No","DSL","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",55.35,449.75,"Yes"
"9777-WJJPR","Male","0","Yes","No",31,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","No","Credit card (automatic)",88.65,2683.2,"No"
"7508-KBIMB","Male","0","Yes","Yes",24,"Yes","No","DSL","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)",56.25,1454.25,"No"
"0898-XCGTF","Male","0","Yes","No",61,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Bank transfer (automatic)",96.5,5673.7,"No"
"0872-CASZJ","Male","0","Yes","No",59,"Yes","Yes","DSL","Yes","No","No","Yes","No","Yes","One year","Yes","Mailed check",69.1,4096.9,"No"
"5260-UMPWX","Female","0","Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20.25,493.95,"No"
"4302-ZYFEL","Male","0","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",20.55,1403.1,"No"
"5393-RXQSZ","Male","0","No","No",1,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check",79.6,79.6,"Yes"
"8496-DMZUK","Male","0","No","No",30,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","No","One year","No","Bank transfer (automatic)",90.4,2820.65,"No"
"1219-NNDDO","Female","0","No","No",9,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",76.85,663.55,"No"
"2865-TCHJW","Female","1","No","No",4,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check",89.2,346.2,"Yes"
"0098-BOWSO","Male","0","No","No",27,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.4,529.8,"No"
"3474-BAFSJ","Male","0","Yes","No",57,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",57.5,3265.95,"No"
"9039-RBEEE","Male","0","No","No",39,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","No","Month-to-month","Yes","Credit card (automatic)",48.95,1880.85,"Yes"
"5324-KTGCG","Male","0","Yes","No",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Electronic check",20.85,1539.75,"No"
"6791-YBNAK","Male","0","Yes","Yes",18,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",25.55,467.85,"No"
"6372-RFVNS","Female","0","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","No","Electronic check",78.8,78.8,"Yes"
"7153-CHRBV","Female","0","Yes","Yes",57,"Yes","No","DSL","Yes","No","Yes","Yes","No","No","One year","Yes","Mailed check",59.3,3274.35,"No"
"8091-TTVAX","Male","0","Yes","No",58,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","No","Credit card (automatic)",100.35,5681.1,"No"
"2346-DJQTB","Female","0","No","No",35,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.15,812.5,"No"
"0526-SXDJP","Male","0","Yes","No",72,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",42.1,2962,"No"
"2400-XIWIO","Female","0","Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Electronic check",90.1,6310.9,"No"
"1950-KSVVJ","Female","0","Yes","No",45,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","One year","No","Mailed check",113.3,5032.25,"No"
"1057-FOGLZ","Female","0","No","No",18,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,391.7,"No"
"6925-BAYGL","Female","1","Yes","No",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.1,1275.6,"No"
"5647-FXOTP","Female","1","Yes","No",60,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",105.9,6401.25,"No"
"0811-GSDTP","Female","0","No","Yes",13,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",30.15,382.2,"No"
"8393-DLHGA","Male","0","No","Yes",25,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.9,2448.75,"Yes"
"9824-BEMCV","Male","0","Yes","Yes",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69,1149.65,"Yes"
"0699-NDKJM","Female","0","Yes","No",57,"No","No phone service","DSL","Yes","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",58.75,3437.45,"No"
"3689-MOZGR","Female","0","No","No",29,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check",31.2,926.2,"No"
"5552-ZNFSJ","Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.3,45.3,"Yes"
"3509-GWQGF","Male","1","No","No",24,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",70,1732.6,"No"
"9821-BESNZ","Male","0","No","No",66,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",104.25,6860.6,"No"
"0378-CJKPV","Female","0","Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",112.1,7965.95,"No"
"6351-SCJKT","Male","0","No","No",3,"No","No phone service","DSL","Yes","No","Yes","Yes","No","No","Month-to-month","No","Mailed check",41.35,107.25,"No"
"4508-OEBEY","Male","0","Yes","No",31,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Credit card (automatic)",75.5,2424.45,"No"
"7781-EWARA","Male","0","Yes","Yes",70,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Electronic check",60.35,4138.7,"No"
"0486-HECZI","Male","0","Yes","No",55,"Yes","Yes","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",96.75,5238.9,"Yes"
"9053-JZFKV","Male","0","No","No",67,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",116.2,7752.3,"Yes"
"1833-VGRUM","Female","1","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.2,74.2,"Yes"
"2272-JKMSI","Female","0","Yes","Yes",62,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Electronic check",110.8,6840.95,"No"
"4971-PUYQO","Female","0","No","No",27,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check",94.55,2724.6,"Yes"
"9365-SRSZE","Male","1","Yes","No",27,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",70.55,1943.9,"No"
"1298-PHBTI","Male","0","Yes","Yes",71,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","No","Two year","Yes","Electronic check",84.8,6152.4,"No"
"5081-NWSUP","Female","0","No","No",10,"Yes","No","DSL","No","Yes","No","Yes","No","Yes","One year","No","Mailed check",64.9,685.55,"No"
"1705-GUHPV","Female","0","No","No",63,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",24.2,1618.2,"No"
"4702-HDRKD","Male","0","No","No",67,"No","No phone service","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Bank transfer (automatic)",49.35,3321.35,"No"
"4729-XKASR","Male","0","No","Yes",1,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",24.75,24.75,"Yes"
"8780-IXSTS","Female","0","No","No",6,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",90.1,521.3,"Yes"
"9249-FXSCK","Female","0","No","No",52,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",111.25,5916.45,"Yes"
"5482-NUPNA","Female","0","No","No",4,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",60.4,272.15,"Yes"
"4342-HFXWS","Female","0","Yes","Yes",48,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Bank transfer (automatic)",69.7,3023.65,"No"
"8992-VONJD","Female","0","No","Yes",13,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",56,764.55,"No"
"6410-LEFEN","Female","0","No","No",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",45.15,416.45,"Yes"
"7893-IXHRQ","Male","0","No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.55,20.55,"Yes"
"0206-OYVOC","Female","0","Yes","Yes",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.25,864.2,"No"
"7219-TLZHO","Female","0","Yes","Yes",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.85,62.9,"No"
"5095-ETBRJ","Female","0","Yes","No",55,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","Two year","No","Mailed check",56.8,3112.05,"No"
"1131-ALZWV","Female","0","No","No",24,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",24.6,605.25,"No"
"8033-VCZGH","Male","0","Yes","No",50,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","Yes","Electronic check",103.95,5231.3,"No"
"5981-ZVXOT","Female","1","No","No",35,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","Yes","Electronic check",108.35,3726.15,"No"
"9955-QOPOY","Male","0","Yes","No",69,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)",60.8,4263.4,"No"
"5334-JLAXU","Female","0","Yes","No",60,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",94.1,5475.9,"No"
"6407-GSJNL","Female","0","No","No",51,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.95,1288,"No"
"9624-EGDEQ","Female","0","No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.8,813.3,"No"
"4116-TZAQJ","Female","0","No","No",9,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.25,639.65,"Yes"
"2782-JEEBU","Male","0","No","No",21,"No","No phone service","DSL","No","Yes","No","Yes","No","No","Month-to-month","Yes","Mailed check",36,780.15,"No"
"7929-SKFGK","Male","0","Yes","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",114.3,8244.3,"No"
"0727-BNRLG","Male","0","No","No",69,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)",97.65,6743.55,"No"
"5240-IJOQT","Male","1","No","No",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",74.7,74.7,"Yes"
"6013-BHCAW","Male","0","Yes","Yes",61,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",81,4976.15,"No"
"7598-UAASY","Male","0","Yes","No",2,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","No","Electronic check",76.4,151.8,"Yes"
"8020-BWHYL","Female","1","No","No",15,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",75.3,1147.45,"Yes"
"9133-AYJZG","Female","0","No","No",23,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",98.7,2249.1,"No"
"4291-HYEBC","Female","1","Yes","Yes",28,"No","No phone service","DSL","No","Yes","No","No","No","Yes","One year","Yes","Electronic check",39.1,1096.6,"No"
"2725-KXXWT","Male","0","Yes","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.75,90.75,"Yes"
"7587-AOVVU","Male","0","Yes","Yes",27,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check",100.75,2793.55,"No"
"2696-RZVZW","Male","0","Yes","No",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",25.05,1629.2,"No"
"7826-VVKWT","Female","1","Yes","Yes",24,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check",96.55,2263.45,"No"
"9110-HSGTV","Female","0","No","No",69,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",82.45,5555.3,"No"
"4821-SJHJV","Female","0","Yes","Yes",32,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","No","Electronic check",89.6,2901.8,"No"
"2984-RGEYA","Female","0","Yes","Yes",69,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",19.75,1375.4,"No"
"4429-WYGFR","Male","0","No","No",26,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",49.15,1237.3,"No"
"5227-JSCFE","Male","1","Yes","No",71,"No","No phone service","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",46.35,3353.4,"No"
"5569-OUICF","Female","1","Yes","No",28,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",101.3,2812.2,"Yes"
"5668-MEISB","Female","0","Yes","Yes",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)",106.1,7657.4,"No"
"9860-LISIZ","Female","0","No","No",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20.35,673.2,"No"
"5271-YNWVR","Male","0","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Electronic check",113.15,7856,"Yes"
"0406-BPDVR","Female","1","Yes","No",54,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",101.5,5373.1,"Yes"
"5356-CSVSQ","Female","0","No","No",3,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","No","Electronic check",64.6,174.2,"No"
"5161-UBZXI","Male","0","Yes","Yes",69,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",106.35,7261.75,"No"
"3563-SVYLG","Male","0","Yes","Yes",68,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",62.65,4375.8,"No"
"0513-RBGPE","Male","0","Yes","Yes",37,"Yes","Yes","DSL","Yes","No","Yes","Yes","No","No","Two year","Yes","Credit card (automatic)",62.8,2278.75,"No"
"1101-SSWAG","Female","0","Yes","No",15,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",51.1,711.15,"No"
"8143-ETQTI","Female","0","Yes","Yes",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",19.65,451.55,"No"
"7055-JCGNI","Female","0","No","No",70,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",111.95,7795.95,"No"
"0080-EMYVY","Female","0","No","No",14,"Yes","No","DSL","No","Yes","No","No","No","No","One year","No","Credit card (automatic)",51.45,727.85,"No"
"2378-HTWFW","Male","1","No","No",35,"Yes","Yes","Fiber optic","Yes","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",91,3180.5,"No"
"0618-XWMSS","Male","0","No","Yes",28,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,2068.55,"Yes"
"6646-JPPHA","Female","1","No","No",14,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","No","Electronic check",78.85,1043.8,"No"
"4554-YGZIH","Male","1","Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","No","Yes","Month-to-month","No","Credit card (automatic)",90.05,4547.25,"Yes"
"5371-VYLSX","Female","1","No","No",50,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",83.4,4113.7,"No"
"3662-FXJFO","Female","0","No","No",54,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",20.5,1035.7,"No"
"5018-LXQQG","Female","0","Yes","Yes",30,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","Month-to-month","No","Bank transfer (automatic)",66.3,1923.5,"No"
"4231-LZUYM","Female","0","Yes","No",72,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",25.65,1887,"No"
"5167-GBFRE","Male","1","No","No",4,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",25.2,102.5,"Yes"
"4759-PXTAN","Female","0","Yes","No",59,"Yes","Yes","DSL","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",80.1,4693.2,"No"
"7854-EKTJL","Female","0","No","Yes",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.6,35.85,"Yes"
"9127-QRZMH","Male","0","Yes","No",44,"Yes","No","DSL","Yes","Yes","No","Yes","No","No","One year","Yes","Bank transfer (automatic)",59.85,2603.95,"No"
"3070-DVEYC","Male","1","No","No",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check",73.75,545.15,"Yes"
"8406-LNMHF","Male","1","Yes","No",59,"Yes","No","Fiber optic","Yes","Yes","Yes","No","No","No","One year","Yes","Credit card (automatic)",82.95,4903.15,"No"
"6326-MTTXK","Male","0","No","No",8,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check",100.85,819.55,"Yes"
"7739-LAXOG","Female","0","Yes","Yes",32,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",91.05,2954.5,"Yes"
"2293-IJWPS","Female","0","Yes","No",57,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Credit card (automatic)",100.75,5985,"No"
"1353-GHZOS","Male","0","Yes","No",22,"Yes","No","DSL","Yes","No","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",59.75,1374.35,"No"
"9921-ZVRHG","Female","0","No","No",14,"Yes","Yes","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",80.45,1072,"Yes"
"9146-JRIOX","Female","0","Yes","Yes",14,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",25.55,372.45,"No"
"6648-INWPS","Male","0","Yes","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20.15,341.35,"No"
"6507-ZJSUR","Male","1","Yes","No",23,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",90.45,2117.25,"No"
"7527-QNRUS","Male","0","Yes","Yes",17,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Mailed check",25.15,412.6,"No"
"5208-FVQKB","Male","0","Yes","No",70,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","Two year","No","Mailed check",67.95,4664.15,"No"
"1621-YNCJH","Female","0","Yes","No",36,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Credit card (automatic)",106.05,3834.4,"No"
"9522-ZSINC","Male","0","No","No",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",19.95,253.8,"No"
"4948-WBBKL","Female","1","No","No",36,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",74.9,2659.45,"No"
"3720-DBRWL","Male","0","Yes","No",51,"Yes","No","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)",83.85,4307.1,"No"
"4647-MUZON","Female","0","Yes","No",18,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",95.95,1745.5,"No"
"9367-WXLCH","Male","0","No","No",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)",84.5,662.65,"Yes"
"1427-VERSM","Female","0","Yes","No",56,"Yes","No","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",98.7,5669.5,"No"
"9793-WECQC","Male","0","No","No",23,"Yes","No","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Mailed check",95.3,2192.9,"No"
"9705-IOVQQ","Male","1","Yes","Yes",61,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","One year","No","Electronic check",99,5969.3,"No"
"1919-RTPQD","Male","0","Yes","Yes",7,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Electronic check",44.75,333.65,"No"
"4013-TLDHQ","Male","0","No","No",19,"Yes","No","Fiber optic","No","Yes","Yes","No","No","No","Month-to-month","Yes","Electronic check",78.25,1490.95,"Yes"
"5091-HFAZW","Female","0","No","No",2,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",91.15,168.5,"No"
"2519-ERQOJ","Male","1","No","No",33,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check",54.6,1803.7,"No"
"1629-DQQVB","Female","0","No","No",14,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",50.1,709.5,"No"
"9554-DFKIC","Male","0","Yes","Yes",30,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",54.45,1588.7,"No"
"2632-IVXVF","Female","0","Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)",111.75,7511.3,"No"
"9828-AOQLM","Female","0","Yes","Yes",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.7,45.7,"Yes"
"8439-LTUGF","Male","0","No","No",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)",20,198.6,"No"
"3223-WZWJM","Male","0","No","No",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",83.95,2254.2,"Yes"
"3451-VAWLI","Female","0","Yes","Yes",35,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",19.7,730.4,"No"
"4980-URKXC","Male","0","Yes","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)",20.85,720.05,"No"
"0419-YAAPX","Male","0","Yes","No",49,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)",85.3,4297.95,"No"
"0074-HDKDG","Male","0","Yes","Yes",25,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","One year","Yes","Bank transfer (automatic)",61.6,1611,"No"
"5985-TBABQ","Female","0","No","No",32,"Yes","Yes","DSL","Yes","No","No","No","Yes","Yes","One year","No","Mailed check",74.75,2282.95,"No"
"8292-FRFZQ","Female","0","No","No",39,"No","No phone service","DSL","Yes","Yes","No","Yes","No","No","One year","No","Bank transfer (automatic)",41.15,1700.9,"No"
"8597-CWYHH","Male","0","No","No",43,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","No","Mailed check",94.35,3921.3,"No"
"9837-FWLCH","Male","0","Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",19.2,239,"No"
"7969-FFOWG","Male","0","Yes","Yes",65,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.9,1292.6,"No"
"8548-AWOFC","Male","0","Yes","No",66,"Yes","Yes","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Electronic check",63.85,4264.6,"No"
"5402-HTOTQ","Male","0","No","No",16,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",55.3,875.35,"No"
"8319-QBEHW","Male","0","No","Yes",26,"No","No phone service","DSL","No","Yes","No","No","Yes","No","One year","Yes","Bank transfer (automatic)",39.95,1023.75,"No"
"4568-KNYWR","Male","0","No","No",52,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Credit card (automatic)",63.25,3342.45,"No"
"5442-PPTJY","Male","0","Yes","Yes",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.7,258.35,"No"
"2252-JHJGE","Male","0","No","No",61,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","Electronic check",104,6363.45,"No"
"2135-RXIHG","Male","0","No","No",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",45.65,45.65,"Yes"
